"ano";"dotacao_atual_total";"pago_total";"dotacao_atual_invest";"pago_invest";"org_limpo";"id_org_limpo";"servidores_superior";"servidores_naosup";"forca_trabalho"
2000;1520867097;486218147;978435068;59830125;"Presidência da República";523;3752;5895;3318
2001;2192974729;805246544;1376962755;201401558;"Presidência da República";523;5960;4188;3284
2002;2211227130;838878311;1254777449;111030791;"Presidência da República";523;5610;3107;3147
2003;2851600354;1634784738;157207854;49057455;"Presidência da República";523;7105;4319;3744
2004;1403700353;1057889252;136576458;46607338;"Presidência da República";523;10792;4445;3767
2005;1989928006;1389464515;156233201;46185538;"Presidência da República";523;11499;4658;4222
2006;2034254444;1539666515;122619354;43843492;"Presidência da República";523;12459;4750;4875
2007;3124034400;1870432636;563753539;111269694;"Presidência da República";523;13207;4997;5697
2008;4770861174;2605262103;1515779372;249987430;"Presidência da República";523;14682;5511;7513
2009;6108741550;3335598891;1795182744;366317112;"Presidência da República";523;15090;5742;7917
2010;6283721332;3538304873;1613675437;341895512;"Presidência da República";523;15271;6024;7799
2011;5673252353;3397112079;1027177461;128677776;"Presidência da República";523;14649;5714;6873
2012;6903958967;3641340445;1146805555;112621090;"Presidência da República";523;14742;5551;8437
2013;2305247958;1557860703;129311340;13034154;"Presidência da República";523;15203;5593;9113
2014;2202537812;1728149346;100702250;15787695;"Presidência da República";523;15145;5613;9151
2015;2509946649;1738938332;82487650;5977127;"Presidência da República";523;15156;5499;18493
2016;2567420208;1910504844;40302899;12838096;"Presidência da República";523;15170;5529;17437
2017;6944147530;4642029571;605163745;56967053;"Presidência da República";523;13314;4970;NA
2018;8242857622;4947141003;1442719178;213971903;"Presidência da República";523;13896;5018;NA
2019;2401790772;1755913696;66755533;8456965;"Presidência da República";523;13183;4543;NA
2020;2361960063;1756157388;109724409;7376422;"Presidência da República";523;13148;4398;NA
2000;3212689;3013712;71000;53676;"Vice-Presidência da República";658;NA;NA;NA
2001;5104281;3225501;101000;49585;"Vice-Presidência da República";658;NA;NA;NA
2002;4653439;4039461;355000;144543;"Vice-Presidência da República";658;NA;NA;NA
2003;4581769;3774621;210000;11727;"Vice-Presidência da República";658;NA;NA;NA
2004;5253179;4767384;110000;107477;"Vice-Presidência da República";658;NA;NA;NA
2005;4855330;4235892;2e+07;6845;"Vice-Presidência da República";658;NA;NA;NA
2006;5243472;4995656;737;470;"Vice-Presidência da República";658;NA;NA;NA
2007;5393837;5276375;103737;75068;"Vice-Presidência da República";658;NA;NA;NA
2008;6596021;6394427;12000;9583;"Vice-Presidência da República";658;NA;NA;NA
2009;6642977;5666945;3e+07;5793;"Vice-Presidência da República";658;NA;NA;NA
2010;7658235;6231162;3e+07;76174;"Vice-Presidência da República";658;NA;NA;NA
2011;7729679;6853598;3e+07;88169;"Vice-Presidência da República";658;NA;NA;NA
2012;9203831;7390782;680000;141174;"Vice-Presidência da República";658;NA;NA;NA
2013;NA;NA;NA;NA;"Vice-Presidência da República";658;NA;NA;NA
2014;NA;NA;NA;NA;"Vice-Presidência da República";658;NA;NA;NA
2015;NA;NA;NA;NA;"Vice-Presidência da República";658;NA;NA;NA
2016;NA;NA;NA;NA;"Vice-Presidência da República";658;NA;NA;NA
2017;NA;NA;NA;NA;"Vice-Presidência da República";658;NA;NA;NA
2018;NA;NA;NA;NA;"Vice-Presidência da República";658;NA;NA;NA
2019;NA;NA;NA;NA;"Vice-Presidência da República";658;NA;NA;NA
2020;NA;NA;NA;NA;"Vice-Presidência da República";658;NA;NA;NA
2000;92451682;71077032;5987605;4119171;"AGU - Advocacia Geral da União";27;NA;NA;2615
2001;125041086;111052389;8499046;4720284;"AGU - Advocacia Geral da União";27;NA;NA;3161
2002;155876388;142112813;3660070;879018;"AGU - Advocacia Geral da União";27;NA;NA;1683
2003;246222205;211675714;6921442;2081548;"AGU - Advocacia Geral da União";27;NA;NA;3804
2004;855679261;796558509;14598576;1205468;"AGU - Advocacia Geral da União";27;NA;NA;7382
2005;1055289590;833935654;9218666;1417384;"AGU - Advocacia Geral da União";27;NA;NA;7766
2006;1141135024;1093274239;20776690;786108;"AGU - Advocacia Geral da União";27;NA;NA;8249
2007;1458331144;1383444871;18197408;2991998;"AGU - Advocacia Geral da União";27;NA;NA;8900
2008;1959309763;1828037271;77662580;2158961;"AGU - Advocacia Geral da União";27;NA;NA;8977
2009;2189399726;2072387449;24538735;5681682;"AGU - Advocacia Geral da União";27;NA;NA;9111
2010;2369824157;2282570545;32202223;11078475;"AGU - Advocacia Geral da União";27;NA;NA;7351
2011;2442749174;2365751164;12936400;1176992;"AGU - Advocacia Geral da União";27;NA;NA;7621
2012;2507641864;2401286209;18135165;798596;"AGU - Advocacia Geral da União";27;NA;NA;7487
2013;NA;NA;NA;NA;"AGU - Advocacia Geral da União";27;NA;NA;7435
2014;NA;NA;NA;NA;"AGU - Advocacia Geral da União";27;NA;NA;9197
2015;NA;NA;NA;NA;"AGU - Advocacia Geral da União";27;NA;NA;NA
2016;NA;NA;NA;NA;"AGU - Advocacia Geral da União";27;NA;NA;NA
2017;NA;NA;NA;NA;"AGU - Advocacia Geral da União";27;NA;NA;NA
2018;NA;NA;NA;NA;"AGU - Advocacia Geral da União";27;NA;NA;NA
2019;NA;NA;NA;NA;"AGU - Advocacia Geral da União";27;NA;NA;NA
2020;NA;NA;NA;NA;"AGU - Advocacia Geral da União";27;NA;NA;NA
2000;4731585950;3498998548;281832803;40253730;"Ministério da Agricultura, Pecuária e Abastecimento";421;5724;10974;10696
2001;6276027766;3426813052;379486903;64673468;"Ministério da Agricultura, Pecuária e Abastecimento";421;6263;10880;11164
2002;5486246009;3717093229;299769698;55430148;"Ministério da Agricultura, Pecuária e Abastecimento";421;6827;10387;11415
2003;5948894225;4123318755;195748295;16076567;"Ministério da Agricultura, Pecuária e Abastecimento";421;6411;9959;10973
2004;7049187846;3085177051;201993657;47231993;"Ministério da Agricultura, Pecuária e Abastecimento";421;7038;9956;11373
2005;5582580465;3878427210;370532107;57919089;"Ministério da Agricultura, Pecuária e Abastecimento";421;7370;10079;11742
2006;6065988895;4082531281;454106532;53484623;"Ministério da Agricultura, Pecuária e Abastecimento";421;8021;9961;11409
2007;6717882091;4094502490;622126494;73405408;"Ministério da Agricultura, Pecuária e Abastecimento";421;8413;9737;11551
2008;7496345576;4469247432;853835132;93863354;"Ministério da Agricultura, Pecuária e Abastecimento";421;8785;9567;11588
2009;9728452727;7474908729;1122352052;123468750;"Ministério da Agricultura, Pecuária e Abastecimento";421;8995;9774;12119
2010;9693984451;6508908905;1508666639;95205903;"Ministério da Agricultura, Pecuária e Abastecimento";421;8671;9440;11696
2011;10106845138;6695877476;1197393293;94097919;"Ministério da Agricultura, Pecuária e Abastecimento";421;8526;9077;11357
2012;11342500657;6707478227;1906649282;67245945;"Ministério da Agricultura, Pecuária e Abastecimento";421;8598;8761;11314
2013;11639957791;7244009634;1571279804;39296731;"Ministério da Agricultura, Pecuária e Abastecimento";421;8436;8417;10668
2014;11470023474;7652170803;1394648698;114615590;"Ministério da Agricultura, Pecuária e Abastecimento";421;8610;8255;11082
2015;12489910095;7970717552;1530230382;22968801;"Ministério da Agricultura, Pecuária e Abastecimento";421;8412;7829;10774
2016;12813238300;8845330281;876561969;115090076;"Ministério da Agricultura, Pecuária e Abastecimento";421;8286;7572;10620
2017;12416655581;9534358802;1080309183;52473376;"Ministério da Agricultura, Pecuária e Abastecimento";421;7727;7117;NA
2018;12172996402;8827544279;1218035443;106022543;"Ministério da Agricultura, Pecuária e Abastecimento";421;7914;6564;NA
2019;17837634971;12904693589;1752931340;35199184;"Ministério da Agricultura, Pecuária e Abastecimento";421;7801;5105;NA
2020;17292155290;12494196554;1745421797;40029557;"Ministério da Agricultura, Pecuária e Abastecimento";421;7589;4561;NA
2000;1753427206;1368484274;308054060;115502474;"Ministério da Ciência e Tecnologia";422;142;548;6893
2000;1753427206;1368484274;308054060;115502474;"Ministério da Ciência e Tecnologia";422;1554;2165;6893
2001;2336241256;1696512005;482859270;150997009;"Ministério da Ciência e Tecnologia";422;559;118;6750
2001;2336241256;1696512005;482859270;150997009;"Ministério da Ciência e Tecnologia";422;3250;615;6750
2002;2535262055;1696209394;314895952;34581327;"Ministério da Ciência e Tecnologia";422;599;127;7051
2002;2535262055;1696209394;314895952;34581327;"Ministério da Ciência e Tecnologia";422;3430;639;7051
2003;3117626328;2023109287;194086343;62937969;"Ministério da Ciência e Tecnologia";422;497;231;6972
2003;3117626328;2023109287;194086343;62937969;"Ministério da Ciência e Tecnologia";422;3164;816;6972
2004;3553370902;2349174699;217394234;143717988;"Ministério da Ciência e Tecnologia";422;567;222;7152
2004;3553370902;2349174699;217394234;143717988;"Ministério da Ciência e Tecnologia";422;3091;797;7152
2005;4527964970;2615350095;627227606;204562649;"Ministério da Ciência e Tecnologia";422;575;209;7243
2005;4527964970;2615350095;627227606;204562649;"Ministério da Ciência e Tecnologia";422;3305;1025;7243
2006;4689355549;2716622410;982915587;422197588;"Ministério da Ciência e Tecnologia";422;570;203;7111
2006;4689355549;2716622410;982915587;422197588;"Ministério da Ciência e Tecnologia";422;3217;1024;7111
2007;4912984408;2998049007;982076988;414124302;"Ministério da Ciência e Tecnologia";422;533;198;6959
2007;4912984408;2998049007;982076988;414124302;"Ministério da Ciência e Tecnologia";422;3320;934;6959
2008;5741092280;3555895836;1075847513;410025569;"Ministério da Ciência e Tecnologia";422;524;184;6806
2008;5741092280;3555895836;1075847513;410025569;"Ministério da Ciência e Tecnologia";422;3244;902;6806
2009;5874850485;3998376065;1123310203;431844828;"Ministério da Ciência e Tecnologia";422;523;173;6931
2009;5874850485;3998376065;1123310203;431844828;"Ministério da Ciência e Tecnologia";422;3250;957;6931
2010;7098369476;4669017800;1581430870;502840897;"Ministério da Ciência e Tecnologia";422;498;154;7192
2010;7098369476;4669017800;1581430870;502840897;"Ministério da Ciência e Tecnologia";422;3294;950;7192
2011;6369651739;3872786742;1057914364;302024400;"Ministério da Ciência e Tecnologia";422;548;156;7043
2011;6369651739;3872786742;1057914364;302024400;"Ministério da Ciência e Tecnologia";422;3252;899;7043
2012;8369315038;4447963712;2110454077;336451086;"Ministério da Ciência e Tecnologia";422;552;155;6889
2012;8369315038;4447963712;2110454077;336451086;"Ministério da Ciência e Tecnologia";422;3163;871;6889
2013;9253536996;5470265112;1537307669;301682867;"Ministério da Ciência e Tecnologia";422;532;121;7258
2013;9253536996;5470265112;1537307669;301682867;"Ministério da Ciência e Tecnologia";422;3090;847;7258
2014;8959088672;5766519043;1176042257;289650695;"Ministério da Ciência e Tecnologia";422;496;103;6887
2014;8959088672;5766519043;1176042257;289650695;"Ministério da Ciência e Tecnologia";422;2778;1026;6887
2015;8850805297;4945472384;864094552;101036873;"Ministério da Ciência e Tecnologia";422;473;95;6652
2015;8850805297;4945472384;864094552;101036873;"Ministério da Ciência e Tecnologia";422;2772;1059;6652
2016;7787700329;4974376008;567957282;234585047;"Ministério da Ciência e Tecnologia";422;446;80;8654
2016;7787700329;4974376008;567957282;234585047;"Ministério da Ciência e Tecnologia";422;2682;1034;8654
2017;13489834862;7084409399;712804539;337485861;"Ministério da Ciência e Tecnologia";422;403;69;NA
2017;13489834862;7084409399;712804539;337485861;"Ministério da Ciência e Tecnologia";422;2555;965;NA
2018;11141877723;7297280364;506897049;262470407;"Ministério da Ciência e Tecnologia";422;377;62;NA
2018;11141877723;7297280364;506897049;262470407;"Ministério da Ciência e Tecnologia";422;2512;923;NA
2019;13909133639;7661043463;459628457;236711182;"Ministério da Ciência e Tecnologia";422;335;56;NA
2019;13909133639;7661043463;459628457;236711182;"Ministério da Ciência e Tecnologia";422;2408;848;NA
2020;13604870061;6984365336;503984115;254150011;"Ministério da Ciência e Tecnologia";422;325;52;NA
2020;13604870061;6984365336;503984115;254150011;"Ministério da Ciência e Tecnologia";422;2370;815;NA
2000;218953386;140537130;33148727;14539468;"Ministério da Ciência e Tecnologia";422;142;548;6893
2000;218953386;140537130;33148727;14539468;"Ministério da Ciência e Tecnologia";422;1554;2165;6893
2001;241089862;189213030;42928210;24753446;"Ministério da Ciência e Tecnologia";422;559;118;6750
2001;241089862;189213030;42928210;24753446;"Ministério da Ciência e Tecnologia";422;3250;615;6750
2002;300044898;224875074;58311476;21598826;"Ministério da Ciência e Tecnologia";422;599;127;7051
2002;300044898;224875074;58311476;21598826;"Ministério da Ciência e Tecnologia";422;3430;639;7051
2003;335286342;259747860;46339837;24450671;"Ministério da Ciência e Tecnologia";422;497;231;6972
2003;335286342;259747860;46339837;24450671;"Ministério da Ciência e Tecnologia";422;3164;816;6972
2004;394923526;271879031;48668875;25919939;"Ministério da Ciência e Tecnologia";422;567;222;7152
2004;394923526;271879031;48668875;25919939;"Ministério da Ciência e Tecnologia";422;3091;797;7152
2005;592745230;381103600;75229676;35689681;"Ministério da Ciência e Tecnologia";422;575;209;7243
2005;592745230;381103600;75229676;35689681;"Ministério da Ciência e Tecnologia";422;3305;1025;7243
2006;490303504;413328621;75260070;43899205;"Ministério da Ciência e Tecnologia";422;570;203;7111
2006;490303504;413328621;75260070;43899205;"Ministério da Ciência e Tecnologia";422;3217;1024;7111
2007;534514062;364846818;67208631;22269152;"Ministério da Ciência e Tecnologia";422;533;198;6959
2007;534514062;364846818;67208631;22269152;"Ministério da Ciência e Tecnologia";422;3320;934;6959
2008;666306952;469866742;100118236;39290966;"Ministério da Ciência e Tecnologia";422;524;184;6806
2008;666306952;469866742;100118236;39290966;"Ministério da Ciência e Tecnologia";422;3244;902;6806
2009;724297495;531208745;112037314;37085929;"Ministério da Ciência e Tecnologia";422;523;173;6931
2009;724297495;531208745;112037314;37085929;"Ministério da Ciência e Tecnologia";422;3250;957;6931
2010;779817797;640594278;101452613;30544514;"Ministério da Ciência e Tecnologia";422;498;154;7192
2010;779817797;640594278;101452613;30544514;"Ministério da Ciência e Tecnologia";422;3294;950;7192
2011;979002052;705885616;147958364;43087877;"Ministério da Ciência e Tecnologia";422;548;156;7043
2011;979002052;705885616;147958364;43087877;"Ministério da Ciência e Tecnologia";422;3252;899;7043
2012;1241104349;865960435;210142452;21492631;"Ministério da Ciência e Tecnologia";422;552;155;6889
2012;1241104349;865960435;210142452;21492631;"Ministério da Ciência e Tecnologia";422;3163;871;6889
2013;1339172778;861892303;111734665;27109844;"Ministério da Ciência e Tecnologia";422;532;121;7258
2013;1339172778;861892303;111734665;27109844;"Ministério da Ciência e Tecnologia";422;3090;847;7258
2014;1256763024;863955486;145707815;36670126;"Ministério da Ciência e Tecnologia";422;496;103;6887
2014;1256763024;863955486;145707815;36670126;"Ministério da Ciência e Tecnologia";422;2778;1026;6887
2015;1233892474;873789234;105428599;19882628;"Ministério da Ciência e Tecnologia";422;473;95;6652
2015;1233892474;873789234;105428599;19882628;"Ministério da Ciência e Tecnologia";422;2772;1059;6652
2016;1484269325;1021331635;109005453;32283225;"Ministério da Ciência e Tecnologia";422;446;80;8654
2016;1484269325;1021331635;109005453;32283225;"Ministério da Ciência e Tecnologia";422;2682;1034;8654
2017;1464881662;1007982040;137668577;42877093;"Ministério da Ciência e Tecnologia";422;403;69;NA
2017;1464881662;1007982040;137668577;42877093;"Ministério da Ciência e Tecnologia";422;2555;965;NA
2018;1203348262;930468021;66809398;25004849;"Ministério da Ciência e Tecnologia";422;377;62;NA
2018;1203348262;930468021;66809398;25004849;"Ministério da Ciência e Tecnologia";422;2512;923;NA
2019;NA;NA;NA;NA;"Ministério da Ciência e Tecnologia";422;335;56;NA
2019;NA;NA;NA;NA;"Ministério da Ciência e Tecnologia";422;2408;848;NA
2020;NA;NA;NA;NA;"Ministério da Ciência e Tecnologia";422;325;52;NA
2020;NA;NA;NA;NA;"Ministério da Ciência e Tecnologia";422;2370;815;NA
2000;13204117394;5342128170;113118600;30548407;"Ministério da Economia";425;41848;59745;NA
2001;12587058960;5952385458;168375373;48680042;"Ministério da Economia";425;52525;48433;NA
2002;12999074827;6499379860;199563045;69350832;"Ministério da Economia";425;50993;50128;NA
2003;10802162870;7759187480;60350576;23667918;"Ministério da Economia";425;50083;49509;NA
2004;10365138747;8772868216;114472954;60379980;"Ministério da Economia";425;51243;48440;NA
2005;11022019224;9047969199;351633904;202782676;"Ministério da Economia";425;53031;47668;NA
2006;11862029149;10354998496;331179612;52125122;"Ministério da Economia";425;57268;47009;NA
2007;15122807004;12762516856;269470831;47893351;"Ministério da Economia";425;58123;45773;NA
2008;16883547780;13972215388;173801885;22638898;"Ministério da Economia";425;58777;45868;NA
2009;19073312961;15676749625;177041195;27870998;"Ministério da Economia";425;59702;44821;NA
2010;21126727842;17000687641;231653838;49620245;"Ministério da Economia";425;61067;42613;NA
2011;21928210889;18335541502;386827756;209443373;"Ministério da Economia";425;59748;41032;NA
2012;24439278934;18979186201;1113221946;209926858;"Ministério da Economia";425;57734;42461;NA
2013;25978299434;20264877229;1129815809;159190193;"Ministério da Economia";425;60688;40313;NA
2014;28568603844;20521317778;973047456;157995280;"Ministério da Economia";425;61104;39228;NA
2015;32543619556;22085795511;807073576;184851828;"Ministério da Economia";425;59795;37774;NA
2016;26522889223;21930624178;516181531;183313173;"Ministério da Economia";425;58760;36986;NA
2017;28247924127;25180485823;589529454;232501906;"Ministério da Economia";425;58886;37417;NA
2018;30854153933;25401011383;467059175;178511926;"Ministério da Economia";425;57343;36229;NA
2019;7,73e+18;7,22e+18;851607828;203683556;"Ministério da Economia";425;61491;35017;NA
2020;8,8e+18;7,87e+18;597109010;169327297;"Ministério da Economia";425;61838;34479;NA
2000;14359294228;11541552456;1107120168;312975460;"Ministério da Educação";426;77187;77835;165595
2001;16760032191;13234679547;1468831890;508581754;"Ministério da Educação";426;92980;60010;163479
2002;18261210134;15760729579;984810859;305935843;"Ministério da Educação";426;96591;58236;165163
2003;18902857426;16570771043;709871441;245636182;"Ministério da Educação";426;96766;58075;164870
2004;19521090512;17157878368;695394091;264227336;"Ministério da Educação";426;101518;60025;171925
2005;22329424928;18082501459;1110137410;292232186;"Ministério da Educação";426;103018;59635;173181
2006;24904363112;21673566266;1349736722;288036017;"Ministério da Educação";426;109133;59270;179449
2007;29474812754;24625885394;2920772513;640838680;"Ministério da Educação";426;111309;57864;180895
2008;34820102236;28984386427;3748817754;739783613;"Ministério da Educação";426;118517;56950;188440
2009;45283180939;36388742028;5701161494;1231275183;"Ministério da Educação";426;128267;55646;199174
2010;58060911146;47327358112;7271410535;2642570738;"Ministério da Educação";426;158221;59954;215025
2011;68388140257;53551493297;9353958285;2656516692;"Ministério da Educação";426;172944;58522;227848
2012;85179469661;62498898963;18046331566;5614315195;"Ministério da Educação";426;185272;57041;238335
2013;92362047862;69913265639;13770531295;2211023664;"Ministério da Educação";426;200277;53417;247961
2014;1,01e+18;79730860685;14497899431;2608328317;"Ministério da Educação";426;220707;51961;270024
2015;1,1e+18;86019861161;13163047445;1363970692;"Ministério da Educação";426;238501;42851;278444
2016;1,06e+18;90683711320;6348185576;1685099241;"Ministério da Educação";426;252488;38750;288314
2017;1,11e+18;96611127215;6116785878;1161387017;"Ministério da Educação";426;261824;35247;NA
2018;1,12e+17;98161637160;4322191693;1621864747;"Ministério da Educação";426;269125;31732;NA
2019;1,24e+18;1,01e+18;5881335448;836128009;"Ministério da Educação";426;272632;27411;NA
2020;1,19e+18;99444843487;4351657589;1121549216;"Ministério da Educação";426;269796;24823;NA
2000;1053050906;319946968;136880720;17432420;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;352;331;2260
2001;1246706448;621586369;195026726;32822166;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;430;314;2436
2002;1338906032;860664221;128065461;20948818;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;420;262;2401
2003;1382960806;821117696;106148859;37629719;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;451;253;2293
2004;1115667780;621395914;183576127;65435002;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;439;249;2338
2005;1034899948;659861698;156622796;33756980;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;443;242;2328
2006;1115960071;715664519;107334894;34712827;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;509;257;2641
2007;1403307533;1050886968;218757102;168281761;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;490;244;2677
2008;1407302149;865072532;196170723;25290533;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;439;218;2780
2009;1774756062;1031792580;245653041;18410831;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;466;205;2776
2010;1877270445;1153085920;300588571;25717671;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;585;288;3112
2011;1942743064;1223741295;71888039;23198521;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;557;283;3163
2012;3552213656;1476122794;265761544;53510466;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;523;253;3159
2013;2851910391;1484954210;241943850;58294114;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;601;209;3244
2014;2827574436;1650566872;174909022;35272446;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;695;201;3410
2015;3352701600;1800639382;282283025;7254664;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;676;181;3236
2016;3080638022;1715761515;249726809;7489654;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;654;159;3190
2017;2715816968;1779400105;73625277;15900523;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;842;215;NA
2018;2786751355;2175360088;42285800;9118716;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;677;152;NA
2019;NA;NA;NA;NA;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;NA;NA;NA
2020;NA;NA;NA;NA;"Ministério do Desenvolvimento, Indústria e Comércio Exterior";439;NA;NA;NA
2000;3420887639;2877614720;667364857;379156640;"Ministério da Justiça";429;7184;14399;21197
2001;3720323616;3082749026;845657777;603555319;"Ministério da Justiça";429;7422;13695;20685
2002;4210779964;3350117512;762527394;382525171;"Ministério da Justiça";429;9493;11654;20729
2003;4154953149;3390846339;624862829;211232625;"Ministério da Justiça";429;10305;11383;21244
2004;4515682402;3920064789;640752061;316032311;"Ministério da Justiça";429;11620;12267;23463
2005;5375463058;4217561932;664315962;301844736;"Ministério da Justiça";429;13108;12740;25502
2006;6176767668;5033043603;920105751;218834954;"Ministério da Justiça";429;14949;12948;27516
2007;7661012349;6308292340;1276281273;442030236;"Ministério da Justiça";429;15921;12387;27915
2008;9227604310;7309392076;1682559484;553693213;"Ministério da Justiça";429;16759;11839;28168
2009;9617391666;7943512514;928114230;199724200;"Ministério da Justiça";429;17948;11595;29130
2010;11053304431;8808372778;1304688007;216035269;"Ministério da Justiça";429;19718;11484;30969
2011;12271094760;8783199081;1570853586;176153129;"Ministério da Justiça";429;20173;11261;31183
2012;13433120652;8757418698;3248597067;356818036;"Ministério da Justiça";429;20998;10777;31497
2013;12849894089;9213095914;2400182290;384550802;"Ministério da Justiça";429;22225;10089;32063
2014;12756351338;9224181566;1871913311;122254675;"Ministério da Justiça";429;23479;9861;32897
2015;13484627648;9962542811;1715859306;62476408;"Ministério da Justiça";429;23416;9199;32156
2016;15750019143;11972693039;2600819143;1193081641;"Ministério da Justiça";429;24351;8856;32777
2017;17066014731;13093874951;2292861021;538756730;"Ministério da Justiça";429;23767;8316;NA
2018;16814108168;12356004694;1799567408;214831311;"Ministério da Justiça";429;23692;7839;NA
2019;18546428199;12999760782;2748115868;375246720;"Ministério da Justiça";429;23802;7355;NA
2020;19281885360;14591430391;2985675016;1086689626;"Ministério da Justiça";429;25985;6452;NA
2000;753366100;485156504;63386795;7818980;"Ministério de Minas e Energia";436;1120;1030;1936
2001;1284219250;733318953;141609773;10606837;"Ministério de Minas e Energia";436;1136;1000;1902
2002;3013377442;1692544345;237917965;12476761;"Ministério de Minas e Energia";436;1342;929;2104
2003;2907750529;1316499572;134712642;10457923;"Ministério de Minas e Energia";436;1258;928;2022
2004;3045794020;601780800;66374714;34837501;"Ministério de Minas e Energia";436;1255;930;2028
2005;4491759944;771721977;40411468;13133413;"Ministério de Minas e Energia";436;1502;1004;2351
2006;4353893635;683390152;34915278;14497245;"Ministério de Minas e Energia";436;1758;1066;2678
2007;5488880956;799620574;49986107;15323853;"Ministério de Minas e Energia";436;1733;1065;2645
2008;6291880844;1009428969;62547581;12116672;"Ministério de Minas e Energia";436;2029;1081;2957
2009;7327283033;1109764189;68885134;20661140;"Ministério de Minas e Energia";436;2154;1263;3257
2010;7377248706;1150165321;113840076;18160784;"Ministério de Minas e Energia";436;2391;1312;3353
2011;8162054183;1316554641;184523061;15345408;"Ministério de Minas e Energia";436;2536;1728;3596
2012;8205096332;1354471932;168652198;25378631;"Ministério de Minas e Energia";436;2449;1858;3385
2013;11078925356;1533538318;214968724;33988706;"Ministério de Minas e Energia";436;2548;1830;3418
2014;5010696034;1617630990;148296897;17412151;"Ministério de Minas e Energia";436;2575;1795;4202
2015;4532093237;2387437599;141187688;15330485;"Ministério de Minas e Energia";436;2565;1786;4196
2016;8321866339;5426842788;100611047;33209922;"Ministério de Minas e Energia";436;2496;1747;4101
2017;4001715662;2705513818;69935550;6887364;"Ministério de Minas e Energia";436;2489;1690;NA
2018;15461092392;7517143198;101741924;18571172;"Ministério de Minas e Energia";436;2418;1641;NA
2019;43623193759;38232590440;179358994;34086238;"Ministério de Minas e Energia";436;2425;1525;NA
2020;7978833355;4819454138;121624950;37204409;"Ministério de Minas e Energia";436;2403;1461;NA
2000;75552882847;74270255428;93046373;39712198;"Ministério da Previdência Social";431;434;673;40664
2001;86777469658;85754729000;175750318;23655361;"Ministério da Previdência Social";431;481;626;40121
2002;1e+18;98867996096;157917037;13869137;"Ministério da Previdência Social";431;503;565;39523
2003;1,16e+17;1,13e+18;57218489;4615762;"Ministério da Previdência Social";431;493;551;40254
2004;1,34e+18;1,32e+18;41050725;8087499;"Ministério da Previdência Social";431;953;733;40660
2005;1,55e+18;1,53e+17;100906731;5770782;"Ministério da Previdência Social";431;1785;1063;42202
2006;1,75e+18;1,74e+18;208164288;21901750;"Ministério da Previdência Social";431;1845;1081;43782
2007;1,93e+18;1,92e+18;131250000;12685811;"Ministério da Previdência Social";431;797;616;39771
2008;2,12e+18;1,94e+18;172228238;22559044;"Ministério da Previdência Social";431;829;604;39983
2009;2,41e+18;2,24e+18;781788118;22747000;"Ministério da Previdência Social";431;820;592;39006
2010;2,68e+18;2,54e+18;186468950;35263914;"Ministério da Previdência Social";431;762;679;39557
2011;2,96e+18;2,81e+18;157984976;15794769;"Ministério da Previdência Social";431;811;668;38239
2012;3,32e+18;3,16e+18;329972988;40663309;"Ministério da Previdência Social";431;822;637;38906
2013;3,72e+18;3,56e+18;217920119;19731634;"Ministério da Previdência Social";431;741;598;40285
2014;4,16e+18;3,92e+18;148575538;76750933;"Ministério da Previdência Social";431;730;566;39205
2015;4,55e+18;4,28e+18;43218871;12957771;"Ministério da Previdência Social";431;757;533;37924
2016;0;0;0;0;"Ministério da Previdência Social";431;727;516;36709
2017;NA;NA;NA;NA;"Ministério da Previdência Social";431;NA;NA;NA
2018;NA;NA;NA;NA;"Ministério da Previdência Social";431;NA;NA;NA
2019;NA;NA;NA;NA;"Ministério da Previdência Social";431;NA;NA;NA
2020;NA;NA;NA;NA;"Ministério da Previdência Social";431;NA;NA;NA
2000;814814123;830179797;16759729;10825246;"Ministério das Relações Exteriores";435;1968;1162;2993
2001;1007040716;1003157126;17264894;10309121;"Ministério das Relações Exteriores";435;2044;1034;2943
2002;1278837222;1426925908;12605000;15632209;"Ministério das Relações Exteriores";435;2082;1049;2998
2003;1333866967;1252837526;12776090;8734581;"Ministério das Relações Exteriores";435;2038;1010;2917
