rownum,nome,nome_padrao,nome_padrao_v2,nome_padrao_v1
1628,Fabio Ferrite Lisauskas,Fabio Ferrite Lisauskas,Fabio Ferrite Lisauskas,Fabio Ferrite Lisauskas
1629,Fábio França Silva Araújo,Fábio França Silva Araújo,Fábio França Silva Araújo,Fábio França Silva Araújo
1630,Fabio Galvao Bueno Trigueirinho,Fabio Galvao Bueno Trigueirinho,Fabio Galvao Bueno Trigueirinho,Fabio Galvao Bueno Trigueirinho
1631,Fabio Hazin,Fabio Hazin,Fabio Hazin,Fabio Hazin
1632,Fabio Heuseler Ferreira Leite,Fabio Heuseler Ferreira Leite,Fabio Heuseler Ferreira Leite,Fabio Heuseler Ferreira Leite
1633,Fábio Heuseler Leite,Fabio Heuseler Ferreira Leite,Fábio Heuseler Leite,Fábio Heuseler Leite
1637,Fabio Jose Kerche Nunes,Fabio Jose Kerche Nunes,Fabio Jose Kerche Nunes,Fabio Jose Kerche Nunes
1638,Fabio Luis Nogueiro Aucelio,Fabio Luis Nogueiro Aucelio,Fabio Luis Nogueiro Aucelio,Fabio Luis Nogueiro Aucelio
1639,Fabio Maciel Plotkowski,Fabio Maciel Plotkowski,Fabio Maciel Plotkowski,Fabio Maciel Plotkowski
1640,Fabio Marcio Baptista Antunes,Fabio Marcio Baptista Antunes,Fabio Marcio Baptista Antunes,Fabio Marcio Baptista Antunes
1641,Fábio Marques,Fábio Marques,Fábio Marques,Fábio Marques
1642,Fabio Mendes Marzano,Fabio Mendes Marzano,Fabio Mendes Marzano,Fabio Mendes Marzano
1643,Fábio Meneghetti Chaves,Fábio Meneghetti Chaves,Fábio Meneghetti Chaves,Fábio Meneghetti Chaves
1644,Fabio Nogueira De Avelar Marques,Fábio Nogueira de Avelar Marques,,Fábio Nogueira de Avelar Marques
1645,Fábio Nogueira De Avelar Marques,Fábio Nogueira de Avelar Marques,,Fábio Nogueira de Avelar Marques
1646,Fábio Nogueria De Avelar Marques,Fábio Nogueira de Avelar Marques,Fábio Nogueria De Avelar Marques,Fábio Nogueria De Avelar Marques
1647,Fabio Pereira Simoni Da Silva,Fabio Pereira Simoni da Silva,Fabio Pereira Simoni Da Silva,Fabio Pereira Simoni Da Silva
1648,Fábio Ramalho,Fábio Ramalho,Fábio Ramalho,Fábio Ramalho
1649,Fábio Rios Mota,Fábio Rios Mota,Fábio Rios Mota,Fábio Rios Mota
1650,Fabio Vaz De Lima,Fabio Vaz de Lima,,Fabio Vaz de Lima
1651,Fábio Vaz de Lima,Fabio Vaz de Lima,,Fabio Vaz de Lima
1652,Fábio Vaz De Lima,Fabio Vaz de Lima,,Fabio Vaz de Lima
1653,Fabio Viana Domingues,Fabio Viana Domingues,Fabio Viana Domingues,Fabio Viana Domingues
1654,Fabrício Bassalo,Fabrício Bassalo,Fabrício Bassalo,Fabrício Bassalo
1655,Fabricio Santana Santos,Fabricio Santana Santos,,Fabricio Santana Santos
1656,Fabrício Santana Santos,Fabricio Santana Santos,,Fabricio Santana Santos
1657,Fabrina Pontes Furtado,Fabrina Pontes Furtado,Fabrina Pontes Furtado,Fabrina Pontes Furtado
1658,Fabrizio Violini,Fabrizio Violini,Fabrizio Violini,Fabrizio Violini
1659,Fairte Nassar Tebet,Fairte Nassar Tebet,Fairte Nassar Tebet,Fairte Nassar Tebet
1660,Fani Mamede,Fani Mamede,Fani Mamede,Fani Mamede
1661,Fanie Ofugi Miranda,Fanie Ofugi Miranda,Fanie Ofugi Miranda,Fanie Ofugi Miranda
1662,Faria-Veloso Zilda Maria,Zilda Maria Faria Veloso,Zilda Maria Faria Veloso,Faria-Veloso Zilda Maria
1663,Farid Mendonça Júnior,Farid Mendonça Júnior,Farid Mendonça Júnior,Farid Mendonça Júnior
1664,Fátima Aparecida de Souza Borghi,Fátima Aparecida de Souza Borghi,Fátima Aparecida de Souza Borghi,Fátima Aparecida de Souza Borghi
1665,Fatima Cleide Rodrigues Da Silva,Fatima Cleide Rodrigues da Silva,Fatima Cleide Rodrigues Da Silva,Fatima Cleide Rodrigues Da Silva
1666,Fatima Cristina Faria Palmieri,Fatima Cristina Faria Palmieri,Fatima Cristina Faria Palmieri,Fatima Cristina Faria Palmieri
1667,Fatima Cristina Palmieri,Fatima Cristina Faria Palmieri,Fatima Cristina Faria Palmieri,Fatima Cristina Palmieri
1668,Fátima Keiko Ishitani,Fátima Keiko Ishitani,Fátima Keiko Ishitani,Fátima Keiko Ishitani
1669,Fatima Pelaes,Fatima Pelaes,Fatima Pelaes,Fatima Pelaes
1670,Fátima Vianna Mello,Fátima Vianna Mello,Fátima Vianna Mello,Fátima Vianna Mello
1671,Fausto Pereira Guimaraes,Fausto Pereira Guimaraes,Fausto Pereira Guimaraes,Fausto Pereira Guimaraes
1672,Felicia Madeira,Felicia Madeira,Felicia Madeira,Felicia Madeira
1673,Felipe Alcoforado Barros Braga,Felipe Alcoforado Barros Braga,Felipe Alcoforado Barros Braga,Felipe Alcoforado Barros Braga
1674,Felipe Augusto Ramos de Alencar da Costa,Felipe Augusto Ramos de Alencar da Costa,Felipe Augusto Ramos de Alencar da Costa,Felipe Augusto Ramos de Alencar da Costa
1675,Felipe Bornier,Felipe Bornier,Felipe Bornier,Felipe Bornier
1676,Felipe Costa,Felipe Costa,Felipe Costa,Felipe Costa
1677,Felipe Costi Santarosa,Felipe Costi Santarosa,Felipe Costi Santarosa,Felipe Costi Santarosa
1678,Felipe Da Silveira Werneck,Felipe da Silveira Werneck,Felipe Da Silveira Werneck,Felipe Da Silveira Werneck
1679,Felipe Dittrich Ferreira,Felipe Dittrich Ferreira,Felipe Dittrich Ferreira,Felipe Dittrich Ferreira
1681,Felipe Gastão Bandeira de Mello,Felipe Gastão Bandeira de Mello,Felipe Gastão Bandeira de Mello,Felipe Gastão Bandeira de Mello
1683,Felipe Haddock Lobo Goulart,Felipe Haddock Lobo Goulart,Felipe Haddock Lobo Goulart,Felipe Haddock Lobo Goulart
1684,Felipe Jané Bottini,Felipe Jané Bottini,Felipe Jané Bottini,Felipe Jané Bottini
1685,Felipe Linde Lima,Felipe Linde Lima,Felipe Linde Lima,Felipe Linde Lima
1686,Felipe Oliveira,Felipe Oliveira,Felipe Oliveira,Felipe Oliveira
1688,Felipe Rabello,Felipe Rabello,Felipe Rabello,Felipe Rabello
1689,Felipe Ribeiro Curado Fleury,Felipe Ribeiro Curado Fleury,Felipe Ribeiro Curado Fleury,Felipe Ribeiro Curado Fleury
1692,Felippe Huhtala,Felippe Huhtala,Felippe Huhtala,Felippe Huhtala
1693,Félix De Bulhoes,Félix de Bulhoes,Félix De Bulhoes,Félix De Bulhoes
1694,Fernanado Toledo Pierre,Fernando Toledo Pierre,Fernanado Toledo Pierre,Fernanado Toledo Pierre
1695,Fernanda Bernardi Vieira Richa,Fernanda Bernardi Vieira Richa,Fernanda Bernardi Vieira Richa,Fernanda Bernardi Vieira Richa
1696,Fernanda Bortolotto,Fernanda Bortolotto,Fernanda Bortolotto,Fernanda Bortolotto
1697,Fernanda Casagrande Rocha,Fernanda Casagrande Rocha,Fernanda Casagrande Rocha,Fernanda Casagrande Rocha
1698,Fernanda Cassab Carreira,Fernanda Cassab Carreira,Fernanda Cassab Carreira,Fernanda Cassab Carreira
1699,Fernanda de Oliveira Ramos,Fernanda de Oliveira Ramos,Fernanda de Oliveira Ramos,Fernanda de Oliveira Ramos
1700,Fernanda De Souza Hassem Cezar,Fernanda de Souza Hassem Cezar,Fernanda De Souza Hassem Cezar,Fernanda De Souza Hassem Cezar
1701,Fernanda Garcia Sampaio,Fernanda Garcia Sampaio,Fernanda Garcia Sampaio,Fernanda Garcia Sampaio
1702,Fernanda Giannasi,Fernanda Giannasi,Fernanda Giannasi,Fernanda Giannasi
1703,Fernanda Maria Rocha Soares,Fernanda Maria Rocha Soares,Fernanda Maria Rocha Soares,Fernanda Maria Rocha Soares
1704,Fernanda Maria Sampaio,Fernanda Maria Sampaio,Fernanda Maria Sampaio,Fernanda Maria Sampaio
1705,Fernanda Marques,Fernanda Marques,Fernanda Marques,Fernanda Marques
1706,Fernanda Rezende,Fernanda Rezende,Fernanda Rezende,Fernanda Rezende
1707,Fernanda Rodrigues,Fernanda Rodrigues,Fernanda Rodrigues,Fernanda Rodrigues
1708,Fernanda Sousa Gimenes,Fernanda Sousa Gimenes,Fernanda Sousa Gimenes,Fernanda Sousa Gimenes
1709,Fernanda Vanessa Mascarenhas Magalhães,Fernanda Vanessa Mascarenhas Magalhães,Fernanda Vanessa Mascarenhas Magalhães,Fernanda Vanessa Mascarenhas Magalhães
1710,Fernando Almeida,Fernando Alves de Almeida,Fernando Alves de Almeida,Fernando Almeida
1711,Fernando Alves Almeida,Fernando Alves de Almeida,Fernando Alves de Almeida,Fernando Alves Almeida
1712,Fernando Alves De Almeida,Fernando Alves de Almeida,Fernando Alves de Almeida,Fernando Alves De Almeida
1713,Fernando Antonio Beltrame,Fernando Antonio Beltrame,Fernando Antonio Beltrame,Fernando Antonio Beltrame
1714,Fernando Antonio Dorna Magalhaes,Fernando Antônio Dorna Magalhães,,Fernando Antônio Dorna Magalhães
1715,Fernando Antônio Dorna Magalhães,Fernando Antônio Dorna Magalhães,,Fernando Antônio Dorna Magalhães
1716,Fernando Antonio Freitas Lins,Fernando Antonio Freitas Lins,Fernando Antonio Freitas Lins,Fernando Antonio Freitas Lins
1717,Fernando Antônio Lyrio Da Silva,Fernando Antônio Lyrio Silva,Fernando Antônio Lyrio Da Silva,Fernando Antônio Lyrio Da Silva
1718,Fernando Antonio Lyrio Silva,Fernando Antônio Lyrio Silva,,Fernando Antônio Lyrio Silva
1719,Fernando Antônio Lyrio Silva,Fernando Antônio Lyrio Silva,,Fernando Antônio Lyrio Silva
1720,Fernando Antonio Wanderley Cavalcanti Junior,Fernando Antonio Wanderley Cavalcanti Junior,Fernando Antonio Wanderley Cavalcanti Junior,Fernando Antonio Wanderley Cavalcanti Junior
1721,Fernando Augusto Teixeira de Pinho,Fernando Augusto Teixeira de Pinho,Fernando Augusto Teixeira de Pinho,Fernando Augusto Teixeira de Pinho
1722,Fernando Barata Ribeiro Blanco Barroso,Fernando Barata Ribeiro Blanco Barroso,Fernando Barata Ribeiro Blanco Barroso,Fernando Barata Ribeiro Blanco Barroso
1723,Fernando Bezerra Coelho,Fernando Bezerra de Souza Coelho,Fernando Bezerra de Souza Coelho,Fernando Bezerra Coelho
1724,Fernando Cardoso Fernandes Reis,Fernando Eduardo Cardozo Fernandes Rei,Fernando Eduardo Cardozo Fernandes Rei,Fernando Cardoso Fernandes Reis
1725,Fernando César Mesquita,Fernando César Mesquita,Fernando César Mesquita,Fernando César Mesquita
1726,Fernando Cesario Nunes de Almeida,Fernando Cesario Nunes de Almeida,Fernando Cesario Nunes de Almeida,Fernando Cesario Nunes de Almeida
1728,Fernando Collor,Fernando Collor de Mello,Fernando Collor De Mello,Fernando Collor
1729,Fernando Collor De Mello,Fernando Collor de Mello,Fernando Collor De Mello,Fernando Collor De Mello
1730,Fernando Coutinho Pimental Tatagiba,Fernando Coutinho Pimentel Tatagiba,,Fernando Coutinho Pimentel Tatagiba
1731,Fernando Coutinho Pimentel Tatagiba,Fernando Coutinho Pimentel Tatagiba,,Fernando Coutinho Pimentel Tatagiba
1732,Fernando DalAva,Fernando Dal'Ava,Fernando DalAva,Fernando DalAva
1733,Fernando Dantas Ferro,Fernando Dantas Ferro,Fernando Dantas Ferro,Fernando Dantas Ferro
1734,Fernando de Azevedo S. Perdigão,Fernando de Azevedo Silva Perdigão,Fernando de Azevedo Silva Perdigão,Fernando de Azevedo S. Perdigão
1735,Fernando De Azevedo Silva Perdigão,Fernando de Azevedo Silva Perdigão,Fernando de Azevedo Silva Perdigão,Fernando De Azevedo Silva Perdigão
1736,Fernando De Faria Tabet,Fernando de Faria Tabet,Fernando De Faria Tabet,Fernando De Faria Tabet
1737,Fernando De Mesquita Sampaio,Fernando de Mesquita Sampaio,Fernando De Mesquita Sampaio,Fernando De Mesquita Sampaio
1741,Fernando Eduardo Cardozo Fernandes Rei,Fernando Eduardo Cardozo Fernandes Rei,Fernando Eduardo Cardozo Fernandes Rei,Fernando Eduardo Cardozo Fernandes Rei
1747,Fernando Ferreira Carneiro,Fernando Ferreira Carneiro,Fernando Ferreira Carneiro,Fernando Ferreira Carneiro
1748,Fernando Ferro,Fernando Dantas Ferro,Fernando Dantas Ferro,Fernando Ferro
1749,Fernando Figueirido Prestes,Fernando Figueirido Prestes,Fernando Figueirido Prestes,Fernando Figueirido Prestes
1750,Fernando Francisca,Fernando Francisca,Fernando Francisca,Fernando Francisca
1751,Fernando Francisquini,Fernando Francisquini,Fernando Francisquini,Fernando Francisquini
1752,Fernando Galembeck,Fernando Galembeck,Fernando Galembeck,Fernando Galembeck
1753,Fernando Henrique Cardoso,Fernando Henrique Cardoso,Fernando Henrique Cardoso,Fernando Henrique Cardoso
1754,Fernando J. M. Pimenta,Fernando Jacques Magalhães Pimenta,Fernando J. M. Pimenta,Fernando J. M. Pimenta
1755,Fernando Jordão,Fernando Jordão,Fernando Jordão,Fernando Jordão
1756,Fernando José Marroni de Abreu,Fernando José Marroni de Abreu,,Fernando José Marroni de Abreu
1757,Fernando José Marroni De Abreu,Fernando José Marroni de Abreu,,Fernando José Marroni de Abreu
1758,Fernando José Nogueira Brito,Fernando José Nogueira Brito,Fernando José Nogueira Brito,Fernando José Nogueira Brito
1759,Fernando Kleiman,Fernando Kleiman,Fernando Kleiman,Fernando Kleiman
1760,Fernando Lázaro Freire Júnior,Fernando Lázaro Freire Júnior,Fernando Lázaro Freire Júnior,Fernando Lázaro Freire Júnior
1761,Fernando Luís Lemos Igreja,Fernando Luís Lemos Igreja,Fernando Luís Lemos Igreja,Fernando Luís Lemos Igreja
1762,Fernando Luiz Klisiewicz,Fernando Luiz Klisiewicz,Fernando Luiz Klisiewicz,Fernando Luiz Klisiewicz
1763,Fernando Malta,Fernando Malta,Fernando Malta,Fernando Malta
1764,Fernando Martins,Fernando Martins,Fernando Martins,Fernando Martins
1765,Fernando Meirelles de Azevedo Pimentel,Fernando Meirelles de Azevedo Pimentel,Fernando Meirelles de Azevedo Pimentel,Fernando Meirelles de Azevedo Pimentel
1766,Fernando Mello,Fernando Mello,Fernando Mello,Fernando Mello
1767,Fernando Neri Da Costa,Fernando Neri da Costa,Fernando Neri Da Costa,Fernando Neri Da Costa
1768,Fernando Oliveira,Fernando Oliveira,Fernando Oliveira,Fernando Oliveira
1769,Fernando Paulo de Mello Barreto Filho,Fernando Paulo de Mello Barreto Filho,Fernando Paulo de Mello Barreto Filho,Fernando Paulo de Mello Barreto Filho
1770,Fernando Perdigao,Fernando Perdigao,Fernando Perdigao,Fernando Perdigao
1771,Fernando Pereira Viana,Fernando Pereira Viana,Fernando Pereira Viana,Fernando Pereira Viana
1772,Fernando Regis Reis,Fernando Regis Reis,Fernando Regis Reis,Fernando Regis Reis
1773,Fernando Rodrigues Catão,Fernando Rodrigues Catão,Fernando Rodrigues Catão,Fernando Rodrigues Catão
1774,Fernando Rosseti,Fernando Rosseti,Fernando Rosseti,Fernando Rosseti
1775,Fernando Roth Schmidt,Fernando Roth Schmidt,Fernando Roth Schmidt,Fernando Roth Schmidt
1776,Fernando Setembrino Cruz Meirelles,Fernando Setembrino Cruz Meirelles,Fernando Setembrino Cruz Meirelles,Fernando Setembrino Cruz Meirelles
1777,Fernando Solano,Fernando Solano,Fernando Solano,Fernando Solano
1778,Fernando Stephan Marroni,Fernando Stephan Marroni,Fernando Stephan Marroni,Fernando Stephan Marroni
1779,Fernando Tatagiba,Fernando Tatagiba,Fernando Tatagiba,Fernando Tatagiba
1780,Fernando Vasconcelos,Fernando Vasconcelos,Fernando Vasconcelos,Fernando Vasconcelos
1781,Fernando Vaz,Fernando Vaz,Fernando Vaz,Fernando Vaz
1782,Fernando Vieira Sobrinho,Fernando Vieira Sobrinho,,Fernando Vieira Sobrinho
1783,Fernando Vieira Sobrino,Fernando Vieira Sobrinho,,Fernando Vieira Sobrinho
1784,Fidelis Júnior Martins da Paixão,Fidelis Júnior Martins da Paixão,Fidelis Júnior Martins da Paixão,Fidelis Júnior Martins da Paixão
1785,Fídelis Paixão,Fídelis Paixão,Fídelis Paixão,Fídelis Paixão
1786,Fidias De Miranda,Fidias de Miranda,Fidias De Miranda,Fidias De Miranda
1787,Filipe Abbott Galvao Sobreira Lopes,Filipe Abbott Galvão Sobreira Lopes,,Filipe Abbott Galvão Sobreira Lopes
1788,Filipe Abbott Galvão Sobreira Lopes,Filipe Abbott Galvão Sobreira Lopes,,Filipe Abbott Galvão Sobreira Lopes
1789,Filipe Geraldo de M. Teixeira,Filipe Geraldo de Moraes Teixeira,Filipe Geraldo de M. Teixeira,Filipe Geraldo de M. Teixeira
1790,Filipe Pereira,Filipe Pereira,Filipe Pereira,Filipe Pereira
1792,Fl·vio Sottomayor Dos Santos Junior,Flavio Sottomayor Santos Junior,Flavio Sottomayor Santos Junior,Fl·vio Sottomayor Dos Santos Junior
1793,Flavia Anguiano Resende,Flavia Anguiano Resende,Flavia Anguiano Resende,Flavia Anguiano Resende
1794,Flavia Barros Nogueira,Flavia Barros Nogueira,Flavia Barros Nogueira,Flavia Barros Nogueira
1795,Flavia Beatriz Beserra Azevedo Carloni,Flavia Beatriz Beserra Azevedo Carloni,Flavia Beatriz Beserra Azevedo Carloni,Flavia Beatriz Beserra Azevedo Carloni
1796,Flavia Carolina Braz Rocha de Moraes,Flavia Carolina Braz Rocha de Moraes,Flavia Carolina Braz Rocha de Moraes,Flavia Carolina Braz Rocha de Moraes
1797,Flavia Gabriela Oyo França,Flavia Gabriela Oyo França,Flavia Gabriela Oyo França,Flavia Gabriela Oyo França
1798,Flavia Gayotto Hila,Flavia Gayotto Hila,Flavia Gayotto Hila,Flavia Gayotto Hila
1799,Flavia Herzog,Flavia Herzog,Flavia Herzog,Flavia Herzog
1800,Flávia Lang Revkplevsky,Flávia Lang Revkplevsky,Flávia Lang Revkplevsky,Flávia Lang Revkplevsky
1801,Flavia Lemos Sampaio Xavier,Flavia Lemos Sampaio Xavier,Flavia Lemos Sampaio Xavier,Flavia Lemos Sampaio Xavier
1802,Flávia Lemos XAVIER,Flavia Lemos Sampaio Xavier,Flavia Lemos Sampaio Xavier,Flávia Lemos XAVIER
1803,Flavia Lima,Flavia Lima,Flavia Lima,Flavia Lima
1804,Flávia Monteiro De Castro Campos,Flávia Monteiro de Castro Campos,Flávia Monteiro De Castro Campos,Flávia Monteiro De Castro Campos
1805,Flavia Nadalutti,Flavia Nadalutti,Flavia Nadalutti,Flavia Nadalutti
1806,Flavia Witkowski Frangetto,Flavia Witkowski Frangetto,,Flavia Witkowski Frangetto
1807,Flavia WITKOWSKI FRANGETTO,Flavia Witkowski Frangetto,,Flavia Witkowski Frangetto
1808,Flavia Witowski Frangetto,Flavia Witkowski Frangetto,Flavia Witowski Frangetto,Flavia Witowski Frangetto
1809,Flavio Alves De Almeida,Flavio Alves de Almeida,Flavio Alves De Almeida,Flavio Alves De Almeida
1810,Flavio Andre de Moura Melo,Flavio Andre de Moura Melo,Flavio Andre de Moura Melo,Flavio Andre de Moura Melo
1811,Flávio Bezerra,Flávio Bezerra,Flávio Bezerra,Flávio Bezerra
1814,Flavio Decat,Flavio Decat,Flavio Decat,Flavio Decat
1815,Flávio Dino de Castro e Costa,Flávio Dino de Castro e Costa,Flávio Dino de Castro e Costa,Flávio Dino de Castro e Costa
1816,Flávio Dionysio De Andrade Costa,Flávio Dionysio de Andrade Costa,Flávio Dionysio De Andrade Costa,Flávio Dionysio De Andrade Costa
1823,Flavio Lucas De Menezes Silva,Flavio Lucas de Menezes Silva,Flavio Lucas De Menezes Silva,Flavio Lucas De Menezes Silva
1824,Flávio Luís Pazeto,Flávio Luís Pazeto,Flávio Luís Pazeto,Flávio Luís Pazeto
1825,Flavio Luiz Giacomazzi,Flavio Luiz Giacomazzi,Flavio Luiz Giacomazzi,Flavio Luiz Giacomazzi
1826,Flávio Mathuiy,Flávio Mathuiy,Flávio Mathuiy,Flávio Mathuiy
1827,Flávio Menezes,Flávio Menezes,Flávio Menezes,Flávio Menezes
1828,Flávio Miragaia Perri,Flávio Miragaia Perri,Flávio Miragaia Perri,Flávio Miragaia Perri
1829,Flavio Montenegro,Flávio Montenegro,,Flávio Montenegro
1830,Flávio Montenegro,Flávio Montenegro,,Flávio Montenegro
1831,Flavio Montiel da Rocha,Flavio Montiel da Rocha,Flavio Montiel da Rocha,Flavio Montiel da Rocha
1832,Flavio Neves Rodrigues,Flavio Neves Rodrigues,Flavio Neves Rodrigues,Flavio Neves Rodrigues
1833,Flavio Ofugi Rodrigues,Flavio Ofugi Rodrigues,Flavio Ofugi Rodrigues,Flavio Ofugi Rodrigues
1834,Flavio Perri,Flavio Perri,Flavio Perri,Flavio Perri
1837,Flávio Sottomaior,Flavio Sottomayor Santos Junior,Flavio Sottomayor Santos Junior,Flávio Sottomaior
1838,Flavio Tadeu Costa Silva,Flavio Tadeu Costa Silva,Flavio Tadeu Costa Silva,Flavio Tadeu Costa Silva
1839,Flavio Torres Lopes Cruz,Flávio Torres Lopes da Cruz,Flávio Torres Lopes da Cruz,Flavio Torres Lopes Cruz
1840,Flávio Torres Lopes da Cruz,Flávio Torres Lopes da Cruz,Flávio Torres Lopes da Cruz,Flávio Torres Lopes da Cruz
1841,Flavius Cotait Ruggiero,Flavius Cotait Ruggiero,Flavius Cotait Ruggiero,Flavius Cotait Ruggiero
1842,Flora Marin,Flora Marin,Flora Marin,Flora Marin
1843,Florence Karine Laloë,Florence Karine Laloë,Florence Karine Laloë,Florence Karine Laloë
1844,Francelino Grando,Francelino José Lamy de Miranda Grando,Francelino José Lamy de Miranda Grando,Francelino Grando
1845,Francelino Jose Lamy De Miranda Grando,Francelino José Lamy de Miranda Grando,Francelino José Lamy de Miranda Grando,Francelino Jose Lamy De Miranda Grando
1846,Francelino Lamy de Miranda Grando,Francelino José Lamy de Miranda Grando,,Francelino Lamy de Miranda Grando
1847,Francelino Lamy De Miranda Grando,Francelino José Lamy de Miranda Grando,,Francelino Lamy de Miranda Grando
1848,Francesco Maria Pierri,Francesco Maria Pierri,Francesco Maria Pierri,Francesco Maria Pierri
1849,Franciene MARTINS ARAÚJO,Franciene Martins Araújo,Franciene MARTINS ARAÚJO,Franciene MARTINS ARAÚJO
1850,Francinara Soares Martins,Francinara Soares Martins,Francinara Soares Martins,Francinara Soares Martins
1851,Francine Hakim Leal Franco,Francine Hakim Leal Franco,Francine Hakim Leal Franco,Francine Hakim Leal Franco
1852,Francine Legal Franco,Francine Legal Franco,Francine Legal Franco,Francine Legal Franco
1853,Francinete Francis Lacerda,Francinete Francis Lacerda,Francinete Francis Lacerda,Francinete Francis Lacerda
1854,Francis Fixel,Francis Fixel,Francis Fixel,Francis Fixel
1855,Francisca Mendes de Menezes,Francisca Mendes de Menezes,Francisca Mendes de Menezes,Francisca Mendes de Menezes
1856,Francisca Menezes,Francisca Mendes de Menezes,Francisca Mendes de Menezes,Francisca Menezes
1857,Francisco Accioly Rodrigues Da Costa Filho,Francisco Accioly Rodrigues da Costa Filho,Francisco Accioly Rodrigues Da Costa Filho,Francisco Accioly Rodrigues Da Costa Filho
1858,Francisco Afonso Machado Botelho,Francisco Afonso Machado Botelho,Francisco Afonso Machado Botelho,Francisco Afonso Machado Botelho
1859,Francisco Antunes A. De Aragao,Francisco de Aragão Antunes Maciel,Francisco de Aragão Antunes Maciel,Francisco Antunes A. De Aragao
1860,Francisco Antunes A. De Aragão Antunes Maciel,Francisco de Aragão Antunes Maciel,Francisco de Aragão Antunes Maciel,Francisco Antunes A. De Aragão Antunes Maciel
1861,Francisco Antunes A. Maciel,Francisco de Aragão Antunes Maciel,Francisco de Aragão Antunes Maciel,Francisco Antunes A. Maciel
1862,Francisco Barreto Campello,Francisco Barreto Campello,Francisco Barreto Campello,Francisco Barreto Campello
1863,Francisco Carlos Caballero Colombo,Francisco Carlos Caballero Colombo,Francisco Carlos Caballero Colombo,Francisco Carlos Caballero Colombo
1864,Francisco Carlos Soares Luz,Francisco Carlos Soares Luz,Francisco Carlos Soares Luz,Francisco Carlos Soares Luz
